Review,Label
Just a very great app......love it and proudly recommend it too......there are ads but it's ok....np..this app has helped to overcome my sadness and also entertained me in every moment of life...,0
It's a super cool app you will get all songs you want Tho it has add but still working amazingly well when you have low range,0
I totaly recommend you best music app ever its really worth it ?˜Š?˜Š?˜Š?˜Š?˜Š,0
Love this app it makes me feel better when se thing happened.,0
I don't have any issues with this app at all really amazing,0
Good if you have premium without it it's kinda trash,0
! It would be nice if one could sort the songs in one's own playlist manuel or after genres. -Sometimes I have the feeling that the app is a little bit buggy or weird because sometimes it doesn't let me put songs in repeat. +But all in one it's a nice app.,0
This is very good AAP . I like this AAP very much . There all type of songs . Thanku so much for this AAP .,0
You need to fix this I can't choose my own music and I have family premium... Fix this please,0
Good sound quality ?¤ï¸?¤ï¸,0
App works great!!!!,0
Great app and Spotify is the best,0
"Best App as it , Provides a wide range of Songs , BGMs and Also supported Background Music , But it will Be better if we can Clip from these songs And listen those clips",0
This is amazing. I really like it?’œ?’œ #spotify?’œ?’œ,0
"I love Spotify, especially how it suggests other songs when I'm editing a playlist.",0
"It sure has improved a lot compared to the earlier days, however I would love to see a better pricing policy for me to opt in and avoid the adds.",0
You can find amazing songs!You can find ur favourite artist,0
"Pretty good, like the recommendations but now my playlists are buried under other stuff unless I click for only my composed playlists. I do love some of the suggestions made by Spotify.",0
Very good app for listening ads its been 6 months i am listen to ads but there is some issue sometimes it play songs that ruined my mood of listening ads,0
It has all the good music i like,0
I love Spotify!!,0
Everything is good I really like this app But there's one thing Why isn't canvas available in Nepal ?? Please make sure canvas is available in Nepal too.,0
Wonderful app! You can play music offline even without premium. The only problem is that there are too many ads.,0
Great songs from this app.,0
I know a lot of apps do this now. But Spotify happens to be the one that did it recently. it's really really annoying to have my phone go off every single day when Spotify failed to get payment.,0
Awesome great for downloading tracks and albums would totally recommend for all ages. Just think it uses too much space. Recently it has been occasionally crashing or stopping music. But other then that its a great app.,0
I love Spotify!,0
Love Spotify soo much I love music so that makes sense but I can't afford to have premium so if u want to play whatever song u want without worrying about your skips have Spotify on a tablet or I pad and u can just pick what song u want out of your play list if that makes sense,0
"Songs clarity superb, good app to hear all journals of music.",0
"It is cool and good songs are there,no ads and no advisement,are there app is excellent.",0
Very nice music experience thanku for Spotify,0
The app is super awesome... i got no complains... I'm so so happy... Some songs don't have lyrics i think they have to sort that out but so far so good?‘?¾,0
Spotify is really great. I love the sound quality and the way it creates playlists for you is crazy. I only listen to Spotify songs and it's so AMAZING!!!,0
Great app for music,0
Amazing app always calms my mood after a long streeful day ?˜Š,0
Good music app i like it,0
I enjoy Spotify and have been using it for quite a while. My only gripe with it is that when listing to an artists mix I wish they played more of the artist and less of the similar artists.,0
I mostly enjoy the app. I have over 4000 songs downloaded. Recently the option to shuffle play has disappeared and it plays the same songs over and over. I knew that I can make playlists but again it's the same thing over and over.,0
"I've been using it for years, but I started having issues with my downloaded songs during these past weeks. The songs get stuck at 4seconds in and won't load. Even if they are downloaded. I'm now trying to uninstall and reinstall it ..",0
"Hi!i have been using Spotify for a while but now I just can't play any playlist or song ,it keeps saying something is wrong ,my internet and everything is very well working ,and this problem annoys me alot so pls fix this ,leaving this evrthing else is fine.",0
It's Spotify. There's nothing bad about it,0
Its a very very good up I can't complain with it but the problem is the ad's I know you can buy premium but it's kinda annoying every 30 minutes to have a 30sec ad maybe do it every hour or something like that,0
Still learning to navigate the programming. Guess I have to go to Premium because the commercials are annoying,0
"I like how I can play any songs I want, although it can only be 6 skips.",0
I love bts songs sooo much thank for providing this all?˜‡?˜‡,0
half the songs are missing! not what i like to see in a paid service. Amazon music has better collection of music!,0
It works great but sometimes has some issues of quality audio.,0
Excellent app....?‘ Easy to use..lots of options... enjoying the music so much...,0
Great to listen to music,0
Best music app i have ever used,0
"I love spotify, I listen to the podcast and I listen to a ton of music, I have over 2,000 songs saved and I have a premium account and have had one for a while, would recommend Spotify to anyone and I do.",0
Good music listing app,0
This aap is so cool i find any song on this ?‘,0
"The apps doing really good on my end, although when I exit and play a song when I get back on the song doesn't show on the bottom. I wish we could pin more than 4 playlists on my library. Other than that I still love Spotify<3",0
Best App ever created in this world 5 star without any doubt.....if u have a doubt then go duck yourself... thanks...,0
Idk what you guys did with the interface but it feels like i have less control.,0
"Very rare to not find a song I'm looking for.....it happens, but not often. Even obscure music is available, I love that the lyrics are offered with most songs.... I'll never not have Spotify",0
Exilent sound full HD .. No ads problem.. I love Spotify... Friends download this app without any doubt .. it's my opinion sarojsk,0
"This is the best music platform, I admit to that especially when the user subscribes to it. But certain problems I'm not so happy with is that it doesn't refresh and show recently released hits. I'll have to see them in other apps them download them on Spotify or follow the artist. I'll still give it a complete rating, 'cause the updates lately are good. It'd be satisfactory if I hear an artist dropped a track and I see it quickly on the home page. Please work on this. It'd be acknowledged",0
"Amazing user interface, I'm able to listen to my favorite music and podcasts. Awesome app",0
Very good app for streming music,0
"I love listening song?Ž§ This app is soooooooooo perfect I am from West Bengal I listen hindi , English, Bengali, arabaic all songs",0
the app is very easy to use and it sounds great! my problem with it is that it keeps playing suggested songs in my all my playlists even though it has over 50 artists and songs in it.,0
"Amazing app for songs, It's one of the best I've used of all for music...... there are just too many ads but everything is exceptional and premium was also good.",0
Nice sound quality,0
Awesome app with not just music but valuable podcasts.,0
"I've used spotify for years, it works without issue, and there's loads of brilliant user submitted playlists to choose from. There is ads every so often but you can go ad free, if you prefer. Unlike youtube you can close the screen with your music or podcast playing in the background, which is why its my music app of choice.",0
":) would be cool if everyone gets the premium package so everyone can use the account instead of just for 1 person, and with the discount price of a student. Music is life.",0
It is the best music app I have ever seen..,0
Love Spotify music.,0
"This app is good... I don't know why there is no older songs like 80-90s songs and famous songs like boys, visvasam,sivaji movies and so on .so pls add some Tamil songs from 2000-2021 and also recent movies songs",0
I like the app but the shuffle option is disturbing pls remove it,0
Very addective and super play list,0
Its an easier way to listen to music! It's honestly better than listening to music on YouTube. I love this!,0
It's awesome it just sucks that u have to pay for it,0
I love this app but the new update is annoying. I know that's on purpose to make us buy premium. Giving us ads is enough. Not allowing us to choose or change the music and making shuffle disabled for us is annoying. I'll still give it a 4/5 cause I've been using this app for years already but I just haven't bought the premium.,0
"I've been using for 5 years , it's awesome , it's an app that I use daily, I've been using premium for a long time and I have absolutely no regrets , money well spent .",0
It's really ok and impacting but not all needed are available on Spotify.,0
Spotify is also a good application when there is internet and not good when it is offline,0
The pause play bar has gone missing! Please can this be looked at. Perhaps something weird in the last update?,0
Had this since 2014. I just HATE that the shuffle songs repeat. It's shuffled but in the same pattern every time,0
I would have given them a 5 only if they made us able to back up or transfer the downloads,0
"I really liked this application and I advise everyone to download it, but the only problem is when I want to listen to songs without the Internet, I can not, but the application is still very good ?˜?¥ï¸?¥ï¸",0
I love this app so much I have no problems with it,0
Wonderful! Keeps me upbeat when I need it,0
After getting the premium my life became to ease up a bit and I thank spotify ?™?¾,0
I wish I had premium but otherwise great experience,0
So it's great but I sort of miss PandÃ·/ra. Spotify is awesome; however it's not life I've ever been to Vietnam. I got phished! Be careful.,0
"The app sound is amazing,i using some time",0
Spotify are tha best any music you have all thanks,0
"Best app to listen to your favourite music anytime ,anywhere.",0
Awesome reference to my favorite tunes,0
Full with Entertainment,0
Its good and choice in your hands.....,0
Super audio quality,0
Spotify is wow I love it and I will recommend people to use it,0
"Best ever music app i ever experienced is spotify. Never witnessed any song unavailable and that's the best thing about it. But still , in offline music(without premium) ,it include lot of ads which can be considered as "" excess"".",0
I love this app so much I love the music and everything about it. The podcats I really enjoy it's really interesting.,0
"Amazing experience! All the songs and albums, whether local or international, for last 30 years I've been enjoying...are now at my fingertips at the highest quality...thanks to Spotify.",0
"This gives me the ability to play any genre of music I choose and I can literally DJ on the go , love it",0
"Great app, use it every day",0
Great music app. God bless you all. Christ Jesus loves you.,0
I love this app to listen songs,0
Mind blowing app so easy to use and it's amazing ?˜‰?¤ï¸,0
"The only place where I can get both music and podcasts. Great! I would not live without it. The only reason I do not have premium anymore is that I have got another music streaming service through my phone subscribtion - if I had not, I would definitely still subscribe to Spotify. Edit: have you considered adding ratings to your podcasts/songs? That would be nice.",0
Very good as I have found everything I have looked for,0
This is truely the best music app I have ever used and I've tried a lot of them. I love my music and this app has all the music. From the golden oldies to the latest.,0
"Well I gave it a four star rating because when I play a song it just keeps on playing the song in my playlist and I can remove the song when I fully exit the app,so it's pretty annoying. Other than that,I really like everything else just besides the annoying part.so it's a pretty good app to me",0
"Never a boring moment with Spotify,search it you will find it?˜Š",0
"they were unexceptionally smart to give me spotify premium free for 3 months... after that 3 months i couldn't bear with the ads and i literally became a premium member for good. its the best music streaming app but fyou for taking my money by playing mind games. jk just buy premium duo with a friend, its affordable.",0
Very interesting app for music lovers,0
Great! Only problem is that sometimes it can glitch out a bit but it doesn't do that often,0
Fantastic music from top stars always available.,0
Awesome app ?‘Œ no ads,0
Best choice for listening music,0
It would be nice if we can download music and listen offline,0
This app is great. It has all of my favorite music in one playlist!!! ?•º,0
Extensive collection with great recommendations!,0
Best free streaming app,0
All I know now is Spotify ?¨ðŸ¤?5,0
"Spotify is great except two things. #1, It would be so much funner if it notified you when people followed you or notifed others when you follow them, I'm following countless friends who have no idea. It could be so much better. And #2, if you don't pay you lose access to listening to your Playlists, YouTube music still let's you listen to your Playlists when you don't pay, the only difference is having ads or not having ads. I hate that Spotify cuts you off.",0
App works great. Many features.,0
"I love spotify. I can create my own playlists, and just listen for hours.",0
Had Spotify for around 10 years planning on going another 10.,0
Great choices of music and seem to be for Free Speech so you get 5* from me boo,0
I am fine without needing to pay for music so I get ads but I hate everything else. I should not need to pay to see what songs are in a album Suggested songs should be optional and skips do not reset at all i have not opened spotify in 5 days so HOW DO I HAVE NO SKIPS They have fixed all this so ya use spotify,0
"Love it, this app is great for creating playlists and finding the music you love. I also Love the ability to download playlists for when you have no internet.",0
"New UI with the play button in the left most just feels weird, please fix it to the standard button layout.",0
The app is great don't get me wrong the only problem is the only way to enjoy it is that you have to pay a to repeat the music you have to pay. it does give you a free trial Without entering any credit card info. but I just don't like that I have to spend money to To do anything great in the app And it also doesn't tell you when the subscription is up. but l can just go on another app and listen to it completely free and offline without paying A single penny,0
I have never been happier with a music provider. i Tuned out after 10 years and literally thousands of dollars. It will take me the rest of my life of ALL available music to make up for it.,0
This is a grate app for music streaming.,0
In my opinion spotify beats all of the music apps out there hands down.........,0
"This app is soo goodd i can listen to fav songs, and im not gonna find or download it in google or anything, i can just find it in spotify?¤?§¡?”¥",0
Very good I like all music is nice,0
"Love you all except when the ads come in, then I just want to storm your office and dump your servers into the sea. ?’›",0
Best music app out. Would recommend buying NYSE: SPOT,0
I have to say this is a great way to listen and enjoy your music ?˜?˜,0
Easy to use and add songs,0
"u love spotify because Jungkook, V and BTS' songs is there.",0
Good for streaming! ?‘,0
Ads are good bcs tells abt new songs which are beautiful but smtimes it's is not good bcs u r listening ur fvrt song,0
Spotify is the best app for listening music it has all the features I have never seen before ?˜„?˜„?Œï¸,0
All good. I've been with them for years . One time couldn't pay my bill on time. And they paid for 2 months. Do I half to say anymore. Thank u. . J bird.,0
I haven't been able to enjoy music on any other app like I am this one (Spotify) and creating an account is completely Free!,0
Very good app.i listen to lots of music on hear,0
Ok this app is good but please remove limited skips I have the subscription for it and I love it but the free version is just so bad so make it so you have unlimited skips the ads are fine but the limited skips are just bad so please remove that,0
Make the ads a little shorter and its all good,0
"Dear spotify, your app is great. But my eyes bleed when i see the background color of lyrics on desktop version. Please change it to softer color.",0
Would be great but the 5 30 second ads kinda ruin it,0
This app is the best way to listen to music,0
"Great app I've been using it for years and have paid for my subscription. For the last few days there is no way to stop, skip or fast forward the songs. I have to close the entire window to get music to stop playing. Please fix.",0
The quality of music got worse when i got premium the transitions between songs slowed down and wouldn't load as fast,0
Great tunes and selection,0
Been listening to Spotify for years. Never have been asked to rate it. Got a new phone and it wants to know what I think. If I didn't like it I'd be using another platform.,0
"it's a wonderful music app, and i definitely recommend. however, one issue i have is the imbalance between the different platforms. pc, almost everything you want from the app besides ""no ads"". tablet, quality is kinda the same on PC, but different because it's a tablet. phone, god, it needs to improve. ads, sure whatever, i get it. but not being able to choose what song to listen to and only 6 skips an hour? what if someone can't afford a tablet or PC? rethink this, because it's stupidly unfair",0
I've been usthis for a while and figured they deserved of this reading I've been using this and I've never had no problems with it it's a little expensive but worth it,0
Really love playing spotify,0
Best music streaming service I have ever used. UI is simple and sophisticated. Spotify also features many personalization options that makes the app feel like it was built for you.,0
"The best ever music app after Google play store, with great quality sound n other effects. Specially the premium plan is so worth it. ?‘?˜‰?˜‡",0
Nice listening to wonderful music!,0
"Can't listen to music, playlists for ALL are showing empty. Tried Uninstalling, clearing cache, rebooting...nothing has helped. I have a paid subscription and can't use the service. Update: Customer support was quick to address the issue and offered an easy solution to the problem. Thank you.",0
It's a good app Just I don't like how I have to spend so much a month and only 6 skips pur hour it's should be six skips pur 30 minutes so when a add comes on we will get some skips,0
"It has alot of songs of any genre, and if you pay the premium then it just gets better and better, 10/10 recommended",0
"WHAT HAPPEN TO THE CANVAS? I can't skip to next songs (both on phone and Bluetooth), cannot select loop, random, or direct, can't see the lyrics, and can't skip through songs. PLEASE FIX THIS",0
I really like it. Easy to use and customize.,0
"Great app, always has up to date music and I can generally always find the songs I'm looking for. I hate ad's so it's definitely worth the monthly subscription. I love listening to music while commuting and Spotify helps make the journey less boring.",0
"Great music,all the songs l grew up with at the push of a button.",0
We love our Spotify!,0
Excellent perfomence with greatest hearing experience... The sound system ?’¯,0
Easy to use and very popular so it has a wide selection of music,0
The sound quality and other features are exceptional.,0
Good music i can find heheh even old music hehe,0
Spotify is great for listening to albums. And it's cool to be able to make playlists.,0
"If I were to compare, Spotify is the best music app for me. I love the interface sm! Although there are some bugs and stuffs, they didn't hinder me much from having a good experience in this app. I hope you'd add more songs and improve the sound quality just like AM (it's already good but I don't think it would hurt if you make it better hehe)",0
"After using over five(5) music ?Žµ apps , this is one of many I give a five(5)+?ŒŸ?ŒŸ?ŒŸ?ŒŸ?ŒŸ?”¥ In which I enjoy sharing With family and friends. Also , you can creat your Own playlist ?Ž§?Ž¶?Žµ?Ž§ And share .... ?”#1?Ž­?¨âœ¨?‘",0
"It's nice, but there are too many things to pay for",0
Easy to use and provides great suggestions!,0
Found the app easy to use and your options are limitless,0
"My music the way I want it, where I want it... when I want it. Love the Spotify App!",0
"I love spotify and use is all the time,but the only thing that I don't like about spotify is that it doesn't play all of the songs on the playlist before it repeats some of the songs. But other than that I would definitely recommend it.",0
"I love spotify. It not only has music I like it also has podcasts that fit my interests. And I don't mean sport or anime podcast even though I haven't looked. I'm talking crime, supernatural, or scary type podcasts.",0
Spotify is an awesome music app.,0
No issue and encountered eversince I installed this app super users friendly and was to link to my car and bt speaker.,0
I love spotify so much.,0
"Really knows how to setup the music, great system ?‘",0
"The app has such a variety of music and gives new artist so you dont get bored of your favorite artist, however despite the apps quality the add situation is a little abnocious having to pay a fair price with no adds and offline music is a fair deal still the adds should depend on how many months/years your account was created so the longer you have uour account the less adds.",0
Sometimes it's laggy for me. Crashes often too...(?€ï¼›â?ï¼?...,0
I love spotify to be honest wichall,0
Too many ads like gawd I know I have to pay for premium you don't need to give me three 30 seconds long ads continuously Even once is enough,0
I love the app and the premium prices are reasonable. The only problem I have is that it's a bit tedious adding songs to a playlist.,0
I really enjoy this app. The weekly discovery is awesome!,0
The songs are amazing,0
The progress bar issue was fixed and it is the great app it used to be once again,0
Great so far haven't had to deal with advertising yet,0
Its a great app for music and in my opinion the best,0
I LOVE the more like this tab for podcasts! I love it so much I closed out the app and rated it after years of having Spotify ?˜‚ definitely need more changes like this!!!!! Comment section next?? ??????,0
Great app and music ?Ž¶,0
Great music definitely a great app to have.,0
Very good app for music and podcast. But ads are too frequent.,0
I love the selection of music. Oldies that I knew my granny loved that I couldn't find elsewhere.,0
I love Spotify!! I have ALWAYS been able to find every song I'm looking for and every podcast too. Paying for premium is 100% worth it. Spotify is THE BEST app and I choose it over all the others out there. Thanks for being amazing Spotify ?‘?˜.,0
"Was terrible, couldn't stand using the app with ads and limited skips... then I got premium. Now, all I ever use is Spotify. No ads, no taking up phone space, and pretty much all the music I listen to. Sometimes I have an itch for a song that isn't available on Spotify, so I just YouTube it and carry on with my day. The only subscription I won't be getting rid of any time soon :D",0
"Offline mode takes a while to respond, an issue that has plagued 3 of my phones (2x Samsung, 1x oppo many android update, app updates and years later still.",0
Spotify is great!,0
Changing my review from 1 star for the free version. I just got a student subscription and the app works super fast. I am able to listen to songs in different languages (a lot of them with lyrics). The playlists are also useful as I can discover new songs. Spotify has got to be the best music player in the world right now. :),0
"Very happy, thanks A very good range of fantastic music Kind regards from Ollie from freezing Frankston 3199 Victoria lol",0
"great music app, only problem is that the shuffle feature isnt actually random and it picks the same handful of songs each time.",0
Best app in the world for music lovers1?¥ï¸,0
Great music selection..,0
It plays every song I could ever imagine having to think of and it is very useful,0
This is everything I needed thank you spotify,0
Absolutely Stunning! More like they know my soul and give me what i want. ?–¤,0
"The best app ever they is no song I cannot fine hear toms up ,?‘?‘?‘",0
Really great app I got what am paying for couldn't be happier ?˜Š,0
Super sound quality,0
"It's great n all but it has an issue when I'm using it,it only has the logo and it won't open I hope you guys fix this.?˜",0
Literally can't live without Spotify. By far the superior music experience in my opinion ?¤·?¼?â?ï¸ðŸ˜?5,0
I love the fact that I can listen to whatever kind of music I like!,0
100% satisfied with this app. We can search and hear any songs and make playlist. Love this app?‘?»?‘?»?‘?»,0
"Even after paying for premium, it's not getting reflected.",0
This app has changed my music experience. Thanks guys!,0
It really good but entire it was ?‘Ž good because it didn't have the song on everyone time,0
Every songs are here best app like instagram and also BTS songs are here each and every,0
Could do better at loading when in offline mode since it's all already downloaded,0
Love Spotify.. My music go to..,0
Very easy to use. Updated gebra of music.,0
This is very good app to listen song and sing with that by reading lyrics.,0
Super super it's all no words Better than these app *gana app *Hangama * Jio savan Great work from Spotify .,0
This app is a nice app for music and podcast and there are my favourite artist,0
New update... Why shuffle play button dissappear in liked songs? I want to get random music. There is only play/stop button and second button to loop playing. Please return it back!,0
Best app for podcasts ....best suggestion.but the ads are annoying so Spotify make sure you reduce the amount of ads,0
"All good ?‘. I can change even the cover of my playlists , What else do I need. But there should also be an option to turn off notification of any artist.",0
"Love it!!! Nothing else to say that would be better than ""love it!!!""",0
Fantastic for music lovers.. On point!,0
Great selection of classic period music from the sixties ...,0
Awesome because now I can hear my favorite songs,0
smoothly find out all my favourite music,0
"Best music app. Ecosystem of this app is very convenient, seamless connection with PlayStation and smart TVs.",0
It's a great app but you can't really choose the song you want to play and if you run out of so g that your playlist randomized it just gives you random song that you might not even like and then pretty much forces you to buy premium,0
?‘ amazing! I often have to restart app to fix glitch but worth it!,0
Goood all search enjoy songs,0
"?ª¶.... Spotify is the absolute best music and podcast app Ever, I couldn't live without it now... Soooo much better than YouTube the fact one can play a podcast in the background whilst doing other things on my handheld device makes it an absolute cut above the rest & the amount of free quality entertainment is mind blowing..Thank you Spotify xoxo",0
Great app and amazing wide variety of content. Ads are not too loud or frequent in free use. Price of premium is very fair and totally worth it!,0
I think this app is great though the only thing i wish that it has was the loop the song forever although i think it is a premium function and it is alright i think it is a 4.5 around there. Definitely better than youtube music in all other parts though especially the ads experiece wow you can listen to a whole hour of spotify and hardly any advertisements would pop out,0
Sound quality is very good ?™‚?˜Š?˜Š,0
Blend wins all the stars. I'd give one extra if I could.,0
I love the Spotify service it gives me my choice of any song or album I want to play and I just love it keep up the great work,0
"I love the download features, and the wide variety.",0
It's the best app for music,0
"Its a great app. Its just that my songs arent playing fully, So please fix this",0
Super music app high quality misic,0
"I really do enjoy using this app but recently there has been an issue that has been bugging me. Anytime I try to play music offline, some songs in the playlist do not play (I use premium). I would have to go online in order for them to play. I haven't had this problem before so I presume it's an issue from the app, it's quite annoying and I'd like if it's fixed",0
how to remove the recommended songs on my spotify playlist cus i wanna pick which song i should play first,0
It's a really good app with amazing pod casts and songs i loved but the thing is that i gave 4 stars is after some time ads are coming too much hope you'll work on it and i recommend you all to use this app,0
I like this app cause i can hear every song,0
It's audio is really clear as well as there is smooth transition between 2 songs and it recommends music with careful consideration. Great for listening offline,0
One of the best music applications I've used.,0
Spotify's good reputation is well deserved. Their recommendation system is first rate; the user experience is very strong and is regularly improved with updates.,0
Nights with lovely songs is awesome,0
It's great to be able to listen to a album of my choice,0
"I loved this app so much! I used it every day for hours and got premium. But recently my account won't let me play anything, and it changed the entire set up of my library, removing all my playlists. I tried to make another account and it's the same thing! I would be so happy if you could fix it! Because I love this app, I just can't play anything! (Problem solved! Thanks Spotify!)",0
"One of the great apps for those who are good listeners, interested in music and songs.",0
Great music app. Only issue with it is that it sometimes stops. I have close it down and reopen it but this doesn't happen very often.,0
Love it. Getting all my favorites.,0
"Spotify rocks it, got kicked off YouTube for expressing my first amendment rights of free speech and don't miss communist Marxist YouTube at all, thanks Spotify!!!!",0
Love creating my own playlists!,0
Happy but I don't need ads it's disturbing me,0
Awesome experience but add is annoying,0
"Great music, good choice.",0
Love this so far! ?‘Œ i only use a few times a year....i just dont have the time.,0
I love the diversity of music. Real Caribbean rhythm,0
A complete app for collection if favourite songs,0
I can't live without spotify ?’š,0
Full package when it comes to music,0
"Love it been using it for a while, the liked song play list is awesome though I massively wish there'd be a 'relaxing' genre tab for sorting if it does that in the future I'll easily give it 10 stars",0
"App is great! They should tell you though that after an update you should restart your phone, you know, just like your computer so your update can take effect!",0
This is the best app for song's,0
"Pretty good other than the queue option. When you want to go to the previous queued track, the queue gets lost for some reason and it plays a different song?!",0
Nice app for music i can enjoy listening cuz most of the songs are available. But it will be great if lyrics were romanized cuz its difficult to sing along as an international kpop stan,0
Nice app all music,0
Great music collection,0
"Really good, only problem is the advising it does if u don't have Spotify premium, other than that a 5/5",0
"Overall, Spotify is a great app. But, as someone who has trouble falling asleep and likes to meditate, it would be great if the sleep timer could be set for more than an hour. - Suggesting a 2 and 3 hour option to be included.",0
Excellent selection of music and user friendly,0
"I really like Spotify,Much better than other music apps.",0
We can pick make our fave playlist,0
Makes me fall in love with music again!,0
I really love to hear music on spotify ?˜˜?˜˜,0
Great app to listening to all kinds of music without having to use YT and kill bandwidth,0
I've been using Spotify for quite some time already. And in general it's cool. But recently I started experience problems with playing songs and podcasts in offline mode. And in general I have an impression that app became more laggy. Hope this is temporary.,0
I always find the music that I'm looking for.,0
Best music streaming app for free,0
It's nice I can listen to my music,0
shuffle doesn't work,0
#1 music ?Ž¸and podcast?Ž™ï¸?application ?’¥ for when you get the need ?‘™ for some time out.?’¡,0
It's got all the song that I like,0
Its real easy to hear a favourite song i like it,0
Good until the time i paid for the mini plan on Sunday but nothing happened ?™„,0
Best music app I really enjoy it when I'm depressed or happy .?˜… Anything anytime just spotify ?£ï¸ Music is the medicine for everything ?’•?’ž,0
"Your servers always have a problem with logging me in. So frustrated, whenever I get a new phone, it's so hard to log in again",0
"Has lyrics, integrates better with Chromecast than the Google music service - seamlessly changing from computer to phone to tv, even automatically when I put my earbuds in. I am amazed how well this works. 11/10, it's the little things that matter and it's clear the people making this care",0
"Love this app been premium for like 2-3 years, but now i can't go into home (like first page when u enter) and would be cool if that is fixed",0
"I dont listen to music alot but spotify is pretty solid, but im still waiting for that one karaoke feature i saw on tiktok i dont know if thats real or not but ive already updated my spotify so yeah",0
The best music app that I have used so far,0
Sound is. So clear. Easy to use.,0
"So far so good, I am loving the app. It makes collecting my Playlists easy",0
"Finally Spotify have put in lyrics if available, such a long time.",0
Good UI but too much ads. Mostly cringe ads.,0
"Very easy to use, thanks ?˜Š",0
Amazing i would say I'm not premium member but I didn't give it full 5 star because sometimes the ads are quite often to the point that there would ads after every song and other is that sometimes it just stops working it doesn't show me which song I'm playing so they fixed that i would rate it 5 star without being a premium member,0
Great music listening experience. Would love an option to identify a song playing in the background.,0
It's a really nice app. Has almost all the songs which one could ever dream of. The only problem is too many ads. If maybe u could somehow reduce the amounts of ads for free listeners then that'll be great.?‘,0
"Extremely good quality music which gives justice to every music, whether it be jazz, rock, pop, classic etc and also DJ mixes. Very good correspondence",0
Love spotify cause I'm able to make my music list and share it with my friends,0
It's Good App Cx it has no adds and we can make our own playlists as well it's pretty fun,0
Very nice to listen to music,0
"I listen to it when i going to sleep, when im exersizin, and even when im playing games with myself.",0
"The experience could be improved for offline mode. If I start playing a playlist that I downloaded already online, I'm unable to just continue playing it if I go offline. I must replay it from scratch, which is a problem if I was playing in shuffle mode. Please improve on that. Also, if a Spotify playlist is updated by just reshuffling tracks, songs don't need to be downloaded again if they've already been downloaded. Please find a way to just rearrange without downloading again.",0
It helps me calm down and helps me play games longer,0
Great sound tracks.,0
"Spotify is really no. 1 music app because I found it everywhere like Windows, MacBook, WebOS TV, Android and many more. I really loved it ?¥ï¸ And quality is also 1st class",0
Can listen to all my play lists and more,0
"Listen,Spotify is a great app, I've been using it for over 3 years,the people on here say 'it plays random songs not from my playlist' usually that is with a normal subscribtion. I highly recommend getting premium,if I'm not mistaken a family package is around R99pm.It is amazing and I really enjoy Spotify and their music!",0
Everything great other than the equalizer menu should be accessible on the homepage snd the app has some bad optimization or something because it opens super slow.,0
A dreamy app to experience your life with more beats & melodies whenever you want... Just adds are intruption and remindes me how poor I am.... ?˜…,0
I don't like how it's not working how it use to but it's an AMAZING app it's just I want to listen to a different song when a song is playing but it plays 10 seconds of the song I want to listen to,0
Just keep stopping for no reason. Have to force close to get it working again. ?¤¦?â™‚ï¸ðŸ¤¦â€â™‚ï¸ðŸ¤¦â€â™‚ï¸?2,0
"Too many adds and more emphasis on buying premium , podcast Don't have adds soo good",0
This app best from all music apps excellent app forever,0
Amazing I took of my phone expecting to come off like other apps but it did not I'm impressed if u love playing games while listening to music like me I really say download this app truely amazing,0
"Not too long of ads, can play psn and listen to music come from my headset.",0
I absolutely love spotify. I can play any music I want for free,0
Tracks are well organized.,0
Good variety of artists and playlists. User-friendly.,0
Pairs with the truck before start ?Œ„ drives.,0
"Spotify is the best music app out there!!! Yawl better get with the program people. Get Spotify now and try it for yourself, You'll love it too!!!! Spotify, the app to get!!!",0
It's an awesome app. Really like & enjoy it,0
8/10 I don't mind ads but certain ads are annoying,0
"Overall, the app is really good. Knocking a star for the regular harassment to upgrade to a family account from the dual. Enough already!",0
Love it #1 in my book. Been a customer for over 4 years,0
If only all the songs I downloaded could appear on a single page,0
So much add . and i don't have any interst of premium . please stop,0
"Best app for music and new discoveries. The a.i. recommendations to similar artists/albums, is second to none, a must though is membership. But worth every penny if you are a fellow music fan. Would give 100 stars if I could; spotify has re-ignited my passion in listening to good, new (and old) music.",0
It offers good quality and you can also find incredible play lists in this.,0
When in stress I always switch to Spotify which is a magical magical music app which makes feel more comfortable,0
Best music app out there.,0
I love lessening to Spotify It plays the music that l love ?¤ï¸,0
Beautiful sync between computer and mobile,0
Great app with all the music I love!!,0
I am happy by listening songs with spotify,0
There are the songs which you can't even find in YouTube...One of the best music listening app ever,0
"I love this app so much to be honest, tho paying 10$ for premium is a bit much and when i turn off my phone to listen to it same will the music sometimes but all and all i love this app so much its really great! :)",0
spotify is the best app to listen to music!! ?¤©?¤© but sometimes i'm always indecisive on the song i should listen to ?˜¹?˜¹,0
Alot of ads,0
I like the feature that has lyrics but it'd be nice to have the option available to cast the lyrics to the same device I'm listening on.,0
Really buggy and terrible to use as of recently,1
Dear Spotify why do I get songs that I didn't put on my playlist??? And why do we have shuffle play?,1
"I'm deleting this app, for the following reasons: This app now has a failing business model. Whether streaming services like it, or not: the consumer doesn't want to pay for music they can't fully own, and 6 ads successively, upon logging in, before a single song, is too much. Closed the app during ad number 6, and I'm more patient than most. If those are the only ways you can profit: you've already peaked. All that's left is your decline.",1
